,STATION,DATE,DEWP,FRSHTT,MAX,MIN,MXSPD,PRCP,SLP,TEMP,VISIB,WDSP
27,98222099999,2001-02-05,72.9,0,87.8,75.2,5.8,0.0,1011.2,81.9,15.1,3.6
28,98222099999,2001-02-06,72.7,0,86.7,75.6,9.7,0.0,1010.6,80.3,15.5,5.3
29,98222099999,2001-02-07,71.8,0,86.0,73.8,11.7,0.0,1010.5,80.3,15.1,5.8
30,98222099999,2001-02-08,69.2,10000,86.4,74.3,7.8,0.0,1010.0,81.3,15.5,4.1
31,98222099999,2001-02-09,68.4,0,89.6,74.3,7.8,0.0,1010.2,81.3,15.1,2.4
32,98222099999,2001-02-10,71.7,10000,89.4,75.4,5.8,0.0,1010.3,81.8,13.2,2.4
33,98222099999,2001-02-11,71.4,0,92.1,74.8,5.8,0.0,1010.0,83.6,14.4,3.2
34,98222099999,2001-02-12,71.9,0,88.7,77.0,7.8,0.0,1010.9,84.0,15.5,4.9
35,98222099999,2001-02-13,71.0,0,87.8,73.8,11.7,0.0,1010.8,80.2,14.6,6.7
36,98222099999,2001-02-14,70.3,0,84.2,73.0,13.6,0.0,1010.8,81.3,15.5,12.1
37,98222099999,2001-02-15,60.4,0,92.3,76.3,7.8,0.0,1013.3,81.7,15.5,4.7
38,98222099999,2001-02-16,58.8,10000,89.6,74.3,13.6,0.03,1014.4,81.0,15.5,7.3
39,98222099999,2001-02-17,62.5,0,91.8,73.8,7.8,0.0,1012.8,82.0,12.9,5.3
40,98222099999,2001-02-18,67.8,0,86.4,73.2,9.7,0.0,1010.8,81.4,11.7,4.6
41,98222099999,2001-02-19,72.1,0,88.7,75.2,5.8,0.0,1009.2,83.6,15.5,4.3
42,98222099999,2001-02-20,73.7,0,92.5,74.5,5.8,0.0,1008.2,82.0,14.8,4.4
43,98222099999,2001-02-21,74.8,10000,86.7,76.3,9.7,0.0,1007.8,80.9,15.1,5.1
44,98222099999,2001-02-22,75.9,0,84.2,75.0,3.9,0.08,1008.8,80.2,15.1,2.9
45,98222099999,2001-02-23,75.5,10000,90.0,75.6,9.7,0.0,1009.5,80.6,11.3,7.3
46,98222099999,2001-02-24,74.6,10000,88.7,73.9,5.8,0.2,1010.7,78.7,12.7,4.1
47,98222099999,2001-02-25,70.2,0,91.0,73.0,9.7,0.08,1011.5,81.6,15.5,4.4
48,98222099999,2001-02-26,72.4,10000,89.6,76.1,9.7,0.0,1013.6,82.9,15.1,4.4
49,98222099999,2001-02-27,73.5,10000,87.8,76.3,7.8,0.0,1014.3,82.8,15.5,4.7
50,98222099999,2001-02-28,74.6,0,91.0,76.3,11.7,0.0,1014.1,83.8,14.6,4.2
51,98222099999,2001-03-01,72.9,10000,87.8,74.8,17.5,0.0,1014.9,81.4,15.5,9.0
52,98222099999,2001-03-02,69.0,0,90.7,75.0,9.7,0.0,1014.5,83.3,15.5,5.1
53,98222099999,2001-03-03,70.7,0,90.7,76.3,9.7,0.0,1014.7,81.9,13.8,4.4
54,98222099999,2001-03-04,68.6,0,84.9,73.4,17.5,0.0,1014.6,80.8,13.6,10.5
55,98222099999,2001-03-05,67.3,0,88.7,75.0,5.8,0.0,1013.9,81.7,15.1,3.2
56,98222099999,2001-03-06,71.8,10000,87.4,74.5,11.7,0.0,1014.5,82.6,14.6,5.3
57,98222099999,2001-03-07,72.5,0,88.9,75.9,11.7,0.0,1014.2,81.7,15.5,6.3
58,98222099999,2001-03-08,71.0,0,89.6,74.3,11.7,0.0,1014.7,81.2,14.2,6.4
59,98222099999,2001-03-09,65.3,0,92.5,73.0,7.8,0.0,1014.4,83.1,15.8,5.3
60,98222099999,2001-03-10,68.9,10000,89.6,75.6,7.8,0.0,1015.4,83.4,12.4,4.9
61,98222099999,2001-03-11,73.1,0,88.9,75.4,7.8,0.0,1015.0,81.0,13.4,3.9
62,98222099999,2001-03-12,72.9,0,87.8,73.4,13.6,0.0,1013.3,81.6,15.5,8.5
63,98222099999,2001-03-13,65.9,0,93.9,76.6,11.7,0.0,1014.1,82.8,15.5,9.7
64,98222099999,2001-03-14,71.9,10000,90.5,74.8,13.6,0.0,1014.6,81.5,14.8,7.0
65,98222099999,2001-03-15,76.2,0,86.5,74.3,5.8,0.0,1013.4,82.9,12.9,2.9
66,98222099999,2001-03-16,77.6,0,87.8,79.7,5.8,0.0,1011.7,83.5,14.8,2.9
67,98222099999,2001-03-18,77.7,0,89.1,80.2,3.9,0.0,1013.2,83.8,11.7,2.4
68,98222099999,2001-03-19,77.3,0,86.9,81.0,7.8,0.0,1012.5,83.2,15.5,5.3
69,98222099999,2001-03-24,76.1,0,89.6,75.2,11.7,0.0,1010.8,83.6,15.5,3.2
70,98222099999,2001-03-25,77.5,0,91.4,77.9,7.8,0.0,1011.2,84.1,15.5,2.9
71,98222099999,2001-03-26,75.8,10000,78.1,75.2,3.9,0.47,1009.0,76.7,10.2,2.2
72,98222099999,2001-03-27,77.5,0,88.2,75.4,11.7,0.47,1008.3,82.8,15.0,7.1
73,98222099999,2001-03-28,76.1,0,85.6,73.8,9.7,0.55,1009.8,79.3,14.4,3.6
74,98222099999,2001-03-29,74.0,10000,84.2,75.4,7.8,0.03,1009.5,79.0,14.0,4.4
75,98222099999,2001-03-30,74.3,0,90.5,73.4,3.9,0.83,1011.4,82.4,15.5,2.2
76,98222099999,2001-03-31,75.8,0,88.2,77.0,5.8,0.0,1013.3,83.2,13.8,3.6
77,98222099999,2001-04-01,76.0,0,87.8,76.6,5.8,0.0,1012.5,83.2,14.5,2.2
78,98222099999,2001-04-02,77.5,0,90.1,76.1,5.8,0.0,1011.8,83.6,15.5,3.9
79,98222099999,2001-04-03,75.9,0,90.3,78.4,11.7,0.0,1010.9,82.5,15.5,5.5
80,98222099999,2001-04-04,77.0,0,90.0,76.6,11.7,0.0,1011.1,84.0,15.5,6.3
81,98222099999,2001-04-05,78.2,0,90.5,78.8,7.8,0.0,1011.7,85.9,15.5,3.6
82,98222099999,2001-04-06,76.3,0,91.4,77.9,7.8,0.0,1012.4,83.3,14.3,3.9
83,98222099999,2001-04-09,77.7,0,91.4,78.4,5.8,0.0,1012.0,84.0,14.0,4.9
84,98222099999,2001-04-10,76.9,0,88.7,78.1,7.8,0.0,1011.9,83.1,14.9,3.9
85,98222099999,2001-04-11,76.3,0,89.6,77.9,9.7,0.0,1011.7,83.7,15.5,5.8
86,98222099999,2001-04-12,77.3,10000,90.0,76.6,7.8,0.0,1011.1,83.0,14.8,3.4
87,98222099999,2001-04-13,78.0,0,90.1,78.4,5.8,0.0,1013.2,83.8,15.5,2.5
88,98222099999,2001-04-14,77.5,0,89.4,77.7,3.9,0.0,1014.9,85.2,14.0,1.9
89,98222099999,2001-04-15,77.6,0,91.4,79.2,5.8,0.0,1013.6,84.2,15.5,2.4
90,98222099999,2001-04-18,76.7,0,91.0,77.0,7.8,0.0,1009.4,85.0,15.5,6.2
91,98222099999,2001-04-19,77.8,0,90.0,75.9,3.9,0.0,1009.3,83.7,12.4,1.7
92,98222099999,2001-04-20,76.9,0,91.8,77.9,3.9,0.0,1008.8,85.9,11.4,1.9
93,98222099999,2001-04-21,77.3,0,93.4,77.4,3.9,0.0,1008.1,85.1,14.6,3.1
94,98222099999,2001-04-22,75.4,0,90.5,78.4,13.6,0.0,1009.4,85.3,15.5,5.5
95,98222099999,2001-04-23,77.5,0,93.2,79.7,9.7,0.0,1010.0,86.8,15.5,3.6
96,98222099999,2001-04-24,78.0,0,93.6,78.8,9.7,0.04,1009.7,85.5,14.6,5.8
97,98222099999,2001-04-25,78.0,10010,91.8,77.4,9.7,0.24,1011.3,84.3,14.2,5.0
98,98222099999,2001-04-26,75.7,0,91.6,75.6,5.8,0.0,1011.1,83.4,14.6,2.5
99,98222099999,2001-04-27,77.8,0,92.8,77.9,7.8,0.0,1010.9,86.2,15.9,3.3
100,98222099999,2001-04-28,77.5,0,92.5,78.8,5.8,0.0,1010.2,86.6,15.1,3.6
101,98222099999,2001-04-29,78.8,0,90.9,79.5,5.8,0.0,1011.2,86.9,15.5,3.5
102,98222099999,2001-04-30,78.0,0,94.3,78.8,7.8,0.03,1012.1,82.9,14.9,4.3
103,98222099999,2001-05-01,77.3,0,92.3,79.3,9.7,0.0,1010.8,84.7,15.5,7.3
104,98222099999,2001-05-02,76.6,0,91.0,77.0,11.7,0.0,1009.9,84.5,15.5,8.4
105,98222099999,2001-05-03,76.2,0,92.8,77.0,5.8,0.0,1010.8,85.0,15.5,2.8
106,98222099999,2001-05-04,78.1,0,94.1,79.0,5.8,0.0,1011.4,86.4,15.5,3.4
107,98222099999,2001-05-05,79.0,0,94.3,80.2,3.9,0.0,1011.4,89.5,14.9,2.7
108,98222099999,2001-05-07,76.8,0,92.3,76.6,9.7,0.0,1010.4,84.4,15.5,5.3
109,98222099999,2001-05-08,76.7,0,93.2,78.4,9.7,0.0,1009.1,83.4,15.5,6.8
110,98222099999,2001-05-09,77.7,0,93.2,77.9,7.8,0.0,1008.9,85.6,14.5,4.5
111,98222099999,2001-05-15,78.3,10010,90.7,75.2,7.8,0.08,1012.2,84.0,14.6,3.9
112,98222099999,2001-05-16,77.7,0,89.6,78.1,7.8,0.35,1012.3,82.7,15.1,5.3
113,98222099999,2001-05-17,78.2,0,88.9,75.9,5.8,0.0,1012.0,84.1,15.5,2.9
114,98222099999,2001-05-18,79.5,0,88.9,78.1,5.8,0.0,1010.9,85.5,15.1,3.3
115,98222099999,2001-05-22,78.9,10,86.7,78.1,11.7,0.02,1008.6,84.5,14.8,10.2
116,98222099999,2001-05-25,77.2,10000,86.0,73.4,7.8,0.04,1008.7,79.0,14.0,3.3
117,98222099999,2001-05-26,78.3,0,86.0,73.8,5.8,0.83,1009.7,81.9,15.5,4.4
118,98222099999,2001-05-28,78.2,10000,86.9,63.5,13.6,0.12,1008.7,78.4,14.0,11.0
119,98222099999,2001-05-29,78.3,0,86.4,78.4,11.7,0.02,1009.0,82.6,15.1,9.2
120,98222099999,2001-05-30,77.8,0,87.8,77.4,9.7,0.0,1010.4,82.8,15.5,5.6
121,98222099999,2001-05-31,79.3,10000,88.2,77.5,3.9,0.0,1010.5,83.6,15.5,1.7
122,98222099999,2001-06-01,80.2,0,89.6,76.5,7.8,0.0,1010.9,83.6,15.5,3.6
123,98222099999,2001-06-02,77.0,10000,88.7,75.6,5.8,0.35,1012.4,80.2,13.3,3.6
124,98222099999,2001-06-03,76.7,0,89.6,75.0,5.8,0.0,1011.6,83.0,15.5,3.4
125,98222099999,2001-06-04,78.2,10000,91.0,74.8,7.8,1.73,1010.9,82.2,13.6,4.1
126,98222099999,2001-06-05,78.5,10010,88.2,72.5,7.8,0.04,1010.7,82.1,14.4,4.4
127,98222099999,2001-06-06,77.2,10,89.2,75.6,3.9,0.24,1011.1,82.2,15.1,2.9
128,98222099999,2001-06-07,78.0,0,90.0,74.3,5.8,0.12,1010.4,82.5,15.1,1.7
129,98222099999,2001-06-08,75.9,0,87.8,76.3,5.8,0.0,1009.7,82.3,15.5,3.9
130,98222099999,2001-06-09,77.6,0,90.3,79.7,3.9,0.0,1009.7,84.0,11.8,2.7
131,98222099999,2001-06-10,78.2,0,88.0,77.0,5.8,0.08,1009.9,82.9,13.8,3.3
132,98222099999,2001-06-11,77.8,0,88.3,75.7,9.7,0.0,1010.3,83.2,15.5,5.1
133,98222099999,2001-06-12,78.7,10010,89.2,77.7,11.7,0.12,1010.3,83.3,14.8,8.0
134,98222099999,2001-06-13,79.2,0,90.5,75.9,11.7,0.02,1009.4,85.1,14.8,11.4
135,98222099999,2001-06-14,78.7,10,90.0,78.4,7.8,0.0,1009.8,83.2,15.1,5.0
136,98222099999,2001-06-15,79.8,0,89.2,77.7,5.8,0.0,1009.5,84.3,15.5,3.1
137,98222099999,2001-06-16,78.2,0,90.9,77.4,5.8,0.0,1008.7,83.7,13.2,2.9
138,98222099999,2001-06-17,78.1,10000,91.0,77.2,5.8,0.0,1005.7,85.0,12.0,3.1
139,98222099999,2001-06-18,78.7,10010,89.1,78.1,11.7,1.18,1005.8,81.9,10.3,10.5
140,98222099999,2001-06-19,77.7,0,84.2,75.2,13.6,0.0,1006.5,80.1,11.3,8.3
141,98222099999,2001-06-20,79.0,0,86.0,76.1,5.8,0.0,1004.9,82.7,15.5,2.8
142,98222099999,2001-06-21,79.5,10000,88.9,78.1,7.8,0.12,1004.4,83.7,12.8,4.1
143,98222099999,2001-06-22,77.2,10000,81.9,75.6,9.7,0.63,1003.6,78.5,4.1,6.5
144,98222099999,2001-06-23,76.8,10000,84.0,74.8,15.5,2.68,1007.7,80.4,12.1,9.0
145,98222099999,2001-06-24,77.5,10010,88.3,75.7,9.7,0.35,1009.5,81.3,13.0,5.3
146,98222099999,2001-06-25,77.8,0,86.0,75.2,19.4,0.35,1009.2,81.1,15.5,5.3
147,98222099999,2001-06-26,78.4,0,88.9,76.3,3.9,0.08,1009.0,82.3,15.5,3.1
148,98222099999,2001-06-27,78.4,0,90.7,76.1,11.7,0.04,1008.7,82.8,15.1,4.4
149,98222099999,2001-06-28,79.3,10000,86.5,75.2,7.8,0.0,1007.7,82.6,15.5,3.4
150,98222099999,2001-06-29,78.2,10,87.1,78.4,7.8,0.12,1005.5,81.1,13.6,3.1
151,98222099999,2001-06-30,78.0,10010,89.1,80.1,11.7,0.0,1006.3,83.7,15.1,6.1
152,98222099999,2001-07-01,78.8,10010,88.5,77.4,7.8,0.52,1007.8,82.1,12.6,4.6
153,98222099999,2001-07-02,78.7,0,86.9,76.1,5.8,0.04,1007.4,81.9,15.9,2.5
154,98222099999,2001-07-03,78.7,10000,87.8,76.6,29.1,0.59,1000.3,81.7,9.5,10.7
155,98222099999,2001-07-10,77.0,0,90.0,77.0,7.8,0.0,1008.3,79.2,14.9,3.5
156,98222099999,2001-07-11,77.2,10000,84.9,75.2,13.6,0.2,1007.8,80.0,14.2,7.8
157,98222099999,2001-07-12,77.6,0,88.9,76.6,7.8,0.0,1007.0,81.6,15.1,5.5
158,98222099999,2001-07-13,77.8,10000,90.0,77.0,7.8,0.02,1007.7,81.7,14.8,4.1
159,98222099999,2001-07-14,76.3,10010,90.0,75.4,9.7,0.99,1009.8,79.4,13.2,5.1
160,98222099999,2001-07-15,76.5,10010,87.8,74.1,9.7,1.81,1010.7,80.2,12.4,4.9
161,98222099999,2001-07-16,78.3,0,87.4,73.4,5.8,0.0,1010.5,81.6,15.5,3.5
162,98222099999,2001-07-17,78.9,0,87.4,75.2,9.7,0.47,1008.7,81.9,14.8,4.9
163,98222099999,2001-07-18,79.1,10000,88.5,74.5,9.7,0.0,1007.9,83.6,13.7,7.4
164,98222099999,2001-07-19,76.7,10000,88.2,73.0,5.8,2.17,1007.7,79.9,13.5,3.6
165,98222099999,2001-07-20,75.4,10000,83.3,74.3,7.8,0.28,1006.9,77.2,12.1,2.6
166,98222099999,2001-07-21,76.4,10,89.6,73.4,5.8,0.39,1008.9,82.7,15.1,3.6
167,98222099999,2001-07-22,77.3,10000,90.1,76.8,5.8,0.0,1009.3,83.1,15.1,3.2
168,98222099999,2001-07-23,76.2,10000,88.2,75.7,3.9,1.15,1006.1,76.4,9.0,2.5
169,98222099999,2001-07-24,76.8,10000,86.0,74.5,9.7,0.51,1006.2,79.3,14.0,5.3
170,98222099999,2001-07-25,77.1,0,87.8,73.0,7.8,0.0,1008.0,80.9,15.5,3.9
171,98222099999,2001-07-26,79.2,10000,88.2,78.8,5.8,0.0,1007.9,84.7,14.9,2.7
172,98222099999,2001-07-27,77.9,0,91.0,76.6,5.8,0.03,1007.0,81.2,14.0,3.1
173,98222099999,2001-07-28,77.8,10000,86.4,75.2,5.8,0.71,1006.8,80.2,13.2,3.9
174,98222099999,2001-07-29,77.2,10000,84.2,76.5,9.7,0.55,1008.7,78.3,11.2,6.7
175,98222099999,2001-07-30,77.2,0,84.2,75.2,7.8,0.47,1010.4,80.8,15.1,5.5
176,98222099999,2001-07-31,78.7,0,87.1,76.1,7.8,0.04,1009.2,81.9,13.8,5.3
177,98222099999,2001-08-01,78.8,0,87.4,75.2,5.8,0.16,1007.5,81.1,15.1,2.2
178,98222099999,2001-08-02,78.3,10000,89.2,76.1,5.8,0.0,1007.0,81.2,14.4,2.9
179,98222099999,2001-08-03,78.6,0,87.3,75.6,5.8,0.43,1007.8,83.5,15.5,3.2
180,98222099999,2001-08-04,79.2,0,90.1,79.0,3.9,0.0,1008.9,83.0,15.5,2.4
181,98222099999,2001-08-05,77.8,10010,89.6,76.5,7.8,0.66,1010.3,80.5,12.8,2.7
182,98222099999,2001-08-06,78.2,0,84.2,74.3,5.8,0.43,1009.4,81.4,14.0,4.5
183,98222099999,2001-08-27,77.3,10000,83.3,79.7,9.7,0.04,1003.0,81.5,14.0,8.3
184,98222099999,2001-08-29,78.3,0,85.6,81.5,11.7,0.0,1006.4,83.0,14.8,8.3
185,98222099999,2001-08-30,78.8,10000,86.9,80.6,7.8,0.0,1008.2,83.2,14.8,5.3
186,98222099999,2001-08-31,78.8,0,86.9,80.6,7.8,0.0,1008.2,83.3,15.5,6.3
187,98222099999,2001-09-04,78.8,10000,77.4,76.1,9.7,0.24,1010.1,76.6,14.0,5.8
188,98222099999,2001-09-06,76.8,10000,86.0,77.0,7.8,1.04,1010.8,79.6,13.2,3.4
189,98222099999,2001-09-07,76.6,10000,84.2,74.8,11.7,1.04,1011.4,79.6,11.7,6.8
190,98222099999,2001-09-08,74.7,10000,80.8,76.5,11.7,0.42,1009.6,77.6,12.4,5.4
191,98222099999,2001-09-12,77.7,0,88.3,77.0,3.9,0.2,1009.5,83.4,15.5,1.9
192,98222099999,2001-09-16,77.7,10000,85.6,78.4,9.7,0.16,1008.5,80.8,10.1,5.8
193,98222099999,2001-09-23,77.7,10010,76.6,75.2,9.7,0.16,1005.0,76.0,6.5,6.7
194,98222099999,2001-09-24,77.7,10000,81.0,76.6,9.7,0.02,1003.9,79.4,8.8,6.4
195,98222099999,2001-10-02,77.7,10,90.5,77.7,38.9,0.0,1010.9,84.4,15.5,8.0
196,98222099999,2001-10-03,77.7,0,89.2,76.1,7.8,0.0,1011.1,83.0,14.9,3.3
197,98222099999,2001-10-04,77.7,0,90.3,77.7,11.7,0.0,1011.0,83.3,15.5,4.9
198,98222099999,2001-10-05,77.7,0,89.2,76.3,7.8,0.0,1010.2,82.8,15.5,3.1
199,98222099999,2001-10-06,77.7,0,88.7,76.6,5.8,0.0,1010.0,84.0,15.5,3.2
200,98222099999,2001-10-07,77.7,0,90.7,76.6,3.9,0.0,1010.1,84.4,15.5,1.7
201,98222099999,2001-10-08,77.7,0,91.4,77.9,3.9,0.0,1010.3,84.2,15.5,2.2
202,98222099999,2001-10-09,77.7,0,90.7,77.4,5.8,0.0,1009.9,84.6,15.5,3.6
203,98222099999,2001-10-10,77.7,0,91.0,77.2,5.8,0.0,1010.2,83.4,15.5,3.1
204,98222099999,2001-10-11,77.7,0,88.2,76.1,5.8,0.0,1009.7,84.3,15.5,3.1
205,98222099999,2001-10-12,77.7,10000,85.8,76.5,9.7,0.03,1008.8,80.3,11.9,5.3
206,98222099999,2001-10-13,77.7,0,89.1,73.4,9.7,0.2,1008.0,80.8,15.1,6.1
207,98222099999,2001-10-14,77.7,0,87.3,72.0,7.8,0.0,1007.4,80.7,14.6,3.9
208,98222099999,2001-10-15,77.7,10000,86.2,72.1,11.7,0.0,1008.5,79.9,15.5,4.9
209,98222099999,2001-10-16,77.7,0,87.4,76.5,3.9,0.0,1008.8,81.3,15.1,2.5
210,98222099999,2001-10-17,77.7,0,86.0,74.1,11.7,0.0,1009.4,81.2,12.8,4.9
211,98222099999,2001-10-18,77.7,0,88.2,75.2,11.7,0.0,1010.4,83.9,15.5,8.0
212,98222099999,2001-10-19,77.7,0,91.0,78.8,13.6,0.0,1011.0,84.0,15.1,8.3
213,98222099999,2001-10-20,77.7,0,91.0,77.0,7.8,0.24,1010.1,83.3,15.8,3.6
214,98222099999,2001-10-21,77.7,0,90.5,76.1,3.9,0.0,1009.6,84.6,14.8,2.9
215,98222099999,2001-10-22,77.7,0,89.6,77.9,5.8,0.0,1011.0,84.7,15.5,2.9
216,98222099999,2001-10-23,77.7,0,92.8,79.5,7.8,0.0,1010.8,85.7,15.5,2.7
217,98222099999,2001-10-24,77.7,0,90.0,79.2,13.6,0.0,1010.0,85.3,15.5,4.9
218,98222099999,2001-10-25,77.7,0,91.4,79.9,9.7,0.0,1009.9,85.6,15.5,5.6
219,98222099999,2001-10-26,77.7,0,92.5,78.8,7.8,0.0,1010.4,87.7,14.9,5.8
220,98222099999,2001-10-27,77.7,0,90.3,78.1,5.8,0.0,1010.1,84.4,15.5,3.4
221,98222099999,2001-10-28,77.7,0,89.6,76.8,5.8,0.0,1011.0,83.5,15.5,2.9
222,98222099999,2001-10-29,77.7,0,90.5,77.0,5.8,0.0,1012.0,84.5,15.1,3.2
223,98222099999,2001-10-30,77.7,0,89.1,77.0,3.9,0.0,1012.9,83.5,15.5,1.9
224,98222099999,2001-10-31,77.7,0,89.2,76.6,3.9,0.0,1013.3,82.1,14.3,2.3
225,98222099999,2001-11-01,77.7,0,91.0,75.4,9.7,0.0,1013.1,84.6,15.1,3.6
226,98222099999,2001-11-02,77.7,0,92.5,76.6,5.8,0.0,1012.4,85.0,15.5,3.6
227,98222099999,2001-11-03,77.7,0,91.6,76.6,7.8,0.0,1012.1,83.9,15.5,3.6
228,98222099999,2001-11-04,77.7,0,92.7,77.0,7.8,0.0,1011.6,85.5,15.5,3.6
229,98222099999,2001-11-05,77.7,0,94.1,79.0,5.8,0.0,1012.3,86.5,15.5,4.4
230,98222099999,2001-11-06,77.7,0,92.3,78.1,11.7,0.0,1011.5,85.2,15.5,8.3
231,98222099999,2001-11-07,77.7,0,90.0,77.0,9.7,0.0,1008.8,83.1,15.5,9.4
232,98222099999,2001-11-08,77.7,10000,87.1,76.1,11.7,0.0,1006.6,81.3,15.1,11.4
233,98222099999,2001-11-09,77.7,10000,83.5,77.0,11.7,0.03,1005.6,79.2,12.8,5.6
234,98222099999,2001-11-10,77.7,0,87.1,78.3,5.8,0.16,1007.6,82.9,14.8,2.7
235,98222099999,2001-11-11,77.7,10000,88.2,76.3,7.8,0.0,1010.0,82.8,15.1,2.2
236,98222099999,2001-11-12,77.7,0,88.9,75.2,9.7,0.0,1011.5,84.0,15.5,4.9
237,98222099999,2001-11-13,77.7,0,92.8,77.0,3.9,0.0,1011.8,83.5,15.5,1.9
238,98222099999,2001-11-14,77.7,0,88.3,74.8,9.7,0.0,1011.3,83.7,15.5,5.2
239,98222099999,2001-11-15,77.7,10000,86.4,77.0,5.8,0.03,1011.4,81.7,15.1,3.6
240,98222099999,2001-11-16,77.7,0,87.6,75.2,9.7,0.0,1011.6,80.5,14.4,4.9
241,98222099999,2001-11-17,77.7,0,88.3,74.8,9.7,0.0,1011.7,81.7,14.6,7.8
242,98222099999,2001-11-18,77.7,0,89.4,73.9,9.7,0.0,1011.9,81.1,15.5,6.8
243,98222099999,2001-11-19,77.7,0,87.1,71.6,7.8,0.0,1012.5,80.4,12.0,6.1
244,98222099999,2001-11-20,77.7,0,86.4,72.1,5.8,0.0,1013.2,81.0,13.6,3.6
245,98222099999,2001-11-21,77.7,0,87.4,71.6,11.7,0.0,1012.3,81.1,15.5,6.4
246,98222099999,2001-11-22,77.7,0,89.2,74.1,9.7,0.0,1011.2,80.4,15.5,6.8
247,98222099999,2001-11-23,77.7,0,86.0,71.2,9.7,0.0,1009.8,79.3,15.5,9.4
248,98222099999,2001-11-24,77.7,0,84.2,70.3,11.7,0.0,1009.6,76.9,15.5,7.2
249,98222099999,2001-11-25,77.7,0,87.1,65.3,9.7,0.0,1011.6,77.8,14.6,5.6
250,98222099999,2001-11-26,77.7,0,86.2,73.4,9.7,0.0,1013.9,80.3,15.1,6.9
251,98222099999,2001-11-27,77.7,0,90.9,73.4,11.7,0.0,1014.2,81.8,14.3,5.8
252,98222099999,2001-11-28,77.7,0,86.4,73.6,5.8,0.0,1012.6,80.2,15.5,2.7
253,98222099999,2001-11-29,77.7,0,87.8,72.7,11.7,0.0,1012.4,79.8,15.5,5.8
254,98222099999,2001-11-30,77.7,0,86.4,72.0,9.7,0.0,1011.6,80.5,15.5,4.2
255,98222099999,2001-12-01,77.7,0,86.4,74.1,5.8,0.0,1011.3,80.6,14.8,2.7
256,98222099999,2001-12-02,77.7,0,86.4,72.9,5.8,0.0,1011.2,81.3,14.0,2.4
257,98222099999,2001-12-03,77.7,0,90.7,74.5,3.9,0.0,1011.8,81.6,15.1,1.9
258,98222099999,2001-12-04,77.7,0,87.1,73.8,9.7,0.0,1010.7,80.5,14.0,3.6
259,98222099999,2001-12-05,77.7,0,88.0,71.6,5.8,0.0,1009.9,82.9,15.5,2.7
